mx_h;f_ENTRADA_CONSUMO_APROXIMADA__S13;ENTRADA_CONSUMO_APROXIMADA__S13;0.0325;None;None;None;ENTRADA CONSUMO APROXIMADA!S130.0325
mx_m;f_ENTRADA_CONSUMO_APROXIMADA__M3;ENTRADA_CONSUMO_APROXIMADA__M3;1;None;None;None;ENTRADA CONSUMO APROXIMADA!M31
mx_m;f_ENTRADA_CONSUMO_APROXIMADA__K5;ENTRADA_CONSUMO_APROXIMADA__K5;31;None;None;None;ENTRADA CONSUMO APROXIMADA!K531
mx_h;f_ENTRADA_CONSUMO_APROXIMADA__V15;ENTRADA_CONSUMO_APROXIMADA__V15;0.38;None;None;None;ENTRADA CONSUMO APROXIMADA!V150.38
mx_h;f_ENTRADA_CONSUMO_APROXIMADA__U15;ENTRADA_CONSUMO_APROXIMADA__U15;0.4;None;None;None;ENTRADA CONSUMO APROXIMADA!U150.4
mx_h;f_ENTRADA_CONSUMO_APROXIMADA__S15;ENTRADA_CONSUMO_APROXIMADA__S15;0.0525;None;None;None;ENTRADA CONSUMO APROXIMADA!S150.0525
mx_h;f_ENTRADA_CONSUMO_APROXIMADA__V5;ENTRADA_CONSUMO_APROXIMADA__V5;1;None;None;None;ENTRADA CONSUMO APROXIMADA!V51
mx_h;f_ENTRADA_CONSUMO_APROXIMADA__U5;ENTRADA_CONSUMO_APROXIMADA__U5;4;None;None;None;ENTRADA CONSUMO APROXIMADA!U54
mx_h;f_ENTRADA_CONSUMO_APROXIMADA__S5;ENTRADA_CONSUMO_APROXIMADA__S5;0.01;None;None;None;ENTRADA CONSUMO APROXIMADA!S50.01
mx_m;f_ENTRADA_CONSUMO_APROXIMADA__P5;ENTRADA_CONSUMO_APROXIMADA__P5;0.8;None;None;None;ENTRADA CONSUMO APROXIMADA!P50.8
mx_m;f_ENTRADA_CONSUMO_APROXIMADA__O5;ENTRADA_CONSUMO_APROXIMADA__O5;1.25;None;None;None;ENTRADA CONSUMO APROXIMADA!O51.25
1;f_ENTRADA_CONSUMO_APROXIMADA__M2;ENTRADA_CONSUMO_APROXIMADA__M2;1;None;None;None;ENTRADA CONSUMO APROXIMADA!M21
1;f_DATOS_ENTRADA_TARIFA__I11;DATOS_ENTRADA_TARIFA__I11;161000;None;None;None;DATOS ENTRADA TARIFA!I11161000
1;f_DATOS_ENTRADA_TARIFA__I10;DATOS_ENTRADA_TARIFA__I10;345000;None;None;None;DATOS ENTRADA TARIFA!I10345000
1;f_DATOS_ENTRADA_TARIFA__K7;DATOS_ENTRADA_TARIFA__K7;3;None;None;None;DATOS ENTRADA TARIFA!K73
1;f_DATOS_ENTRADA_TARIFA__I9;DATOS_ENTRADA_TARIFA__I9;195500;None;None;None;DATOS ENTRADA TARIFA!I9195500
1;f_DATOS_ENTRADA_TARIFA__I8;DATOS_ENTRADA_TARIFA__I8;161000;None;None;None;DATOS ENTRADA TARIFA!I8161000
1;f_DATOS_ENTRADA_TARIFA__I7;DATOS_ENTRADA_TARIFA__I7;115000;None;None;None;DATOS ENTRADA TARIFA!I7115000
