COSTES COMPAÑÍA ACTUAL!B4;=((DATOS ENTRADA TARIFA!$B$5*DATOS ENTRADA TARIFA!$B$7*RESULTADO GENERACIONvsCONSUMO!A3+DATOS ENTRADA TARIFA!$B$6*DATOS ENTRADA TARIFA!$B$8*RESULTADO GENERACIONvsCONSUMO!A3+RESULTADO GENERACIONvsCONSUMO!F3*DATOS ENTRADA TARIFA!$B$9+RESULTADO GENERACIONvsCONSUMO!G3*DATOS ENTRADA TARIFA!$B$10+RESULTADO GENERACIONvsCONSUMO!H3*DATOS ENTRADA TARIFA!$B$11)*$AK$2+DATOS ENTRADA TARIFA!$B$12*RESULTADO GENERACIONvsCONSUMO!A3+DATOS ENTRADA TARIFA!$B$14)*$AK$1
RESULTADO GENERACIONvsCONSUMO!O15;=SUM(O3:O14);*
PVPC Calculos!AJ4;=M4*PVPC!E747/1000000
RESULTADOS ANÁLISIS CONSUMO!Q3;=MAX(CALCULOS!T4:T747)/1000;*
RESULTADO GENERACIONvsCONSUMO!P3;=SUMIF(CALCULOS!$A$4:$A$8763,$B3,CALCULOS!T$4:T$8763)/1000;*
CALCULOS!AX4;=SUMIFS($T$4:$T$8763,$A$4:$A$8763,AU$2,$C$4:$C$8763,$AL4)/AV$1;*
CALCULOS!V4;=T4
CALCULOS!AF4;=T4
PVPC Calculos!N4;=CALCULOS!T4
RESULTADO GENERACIONvsCONSUMO!V3;=SUMIF(CALCULOS!$A$4:$A$8763,$B3,CALCULOS!Z$4:Z$8763)/1000;*
PVPC Calculos!S4;=CALCULOS!Z4
CALCULOS!O4;=IF(I4>M4,I4-M4,0)
CALCULOS!U4;=IF(AND(Y4>0,Y4<DATOS ENTRADA PANELES!$B$5*1000),DATOS ENTRADA PANELES!$D$5,IF(I4-Y3>M4,I4-M4-Y3,0))
RESULTADO GENERACIONvsCONSUMO!J15;=SUM(J3:J14);*
LISTADO DE COMERCIALIZADORAS!E19;=((LISTADO DE COMERCIALIZADORAS!E$2*LISTADO DE COMERCIALIZADORAS!E$4*RESULTADO GENERACIONvsCONSUMO!$A3+LISTADO DE COMERCIALIZADORAS!E$3*LISTADO DE COMERCIALIZADORAS!E$5*RESULTADO GENERACIONvsCONSUMO!$A3+RESULTADO GENERACIONvsCONSUMO!$J3*LISTADO DE COMERCIALIZADORAS!E$9+RESULTADO GENERACIONvsCONSUMO!$K3*LISTADO DE COMERCIALIZADORAS!E$10+RESULTADO GENERACIONvsCONSUMO!$L3*LISTADO DE COMERCIALIZADORAS!E$11)*$AZ$2+LISTADO DE COMERCIALIZADORAS!E$12*RESULTADO GENERACIONvsCONSUMO!$A3)*$AZ$1+PVPC Calculos!$CF3*$AZ$2*$AZ$1
COSTES COMPAÑÍA ACTUAL!C4;=((DATOS ENTRADA TARIFA!$B$5*DATOS ENTRADA TARIFA!$B$7*RESULTADO GENERACIONvsCONSUMO!A3+DATOS ENTRADA TARIFA!$B$6*DATOS ENTRADA TARIFA!$B$8*RESULTADO GENERACIONvsCONSUMO!A3+RESULTADO GENERACIONvsCONSUMO!J3*DATOS ENTRADA TARIFA!$B$9+RESULTADO GENERACIONvsCONSUMO!K3*DATOS ENTRADA TARIFA!$B$10+RESULTADO GENERACIONvsCONSUMO!L3*DATOS ENTRADA TARIFA!$B$11)*$AK$2+DATOS ENTRADA TARIFA!$B$12*RESULTADO GENERACIONvsCONSUMO!A3+DATOS ENTRADA TARIFA!$B$14)*$AK$1
